Function	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_rest	category	Significance	pvalue
GTPase [EC:3.6.5.-]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03979	GC_00000804	0.9091	KOfam	No	0
V/A-type H+/Na+-transporting ATPase subunit I	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02123	GC_00001002	0.9091	KOfam	No	0
segregation and condensation protein A	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K05896	GC_00001021	0.9091	KOfam	No	0
helicase [EC:3.6.4.-]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03726	GC_00000440	0.9091	KOfam	No	0
isopentenyl phosphate kinase [EC:2.7.4.26]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06981	GC_00000958	0.9091	KOfam	No	0
H/ACA ribonucleoprotein complex subunit 3	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K11130	GC_00000816	0.9091	KOfam	No	0
isoleucyl-tRNA synthetase [EC:6.1.1.5]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01870	GC_00000931	0.9091	KOfam	No	0
phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K23264	GC_00000864	0.9091	KOfam	No	0
prefoldin beta subunit	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K04798	GC_00000432	0.9091	KOfam	No	0
electron transfer flavoprotein beta subunit	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03521	GC_00000431	0.9091	KOfam	No	0
ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K23997	GC_00000933	0.9091	KOfam	No	0
histidine triad (HIT) family protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02503	GC_00000842, GC_00001507, GC_00001651	0.9091	KOfam	No	0
NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00338	GC_00000950	0.9091	KOfam	No	0
phosphoenolpyruvate carboxylase [EC:4.1.1.31]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01595	GC_00000637	0.9091	KOfam	No	0
ArsR family transcriptional regulator	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07721	GC_00001012	0.9091	KOfam	No	0
dCMP deaminase [EC:3.5.4.12]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01493	GC_00000858	0.9091	KOfam	No	0
DNA primase small subunit [EC:2.7.7.102]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02683	GC_00000268	0.9091	KOfam	No	0
MEMO1 family protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06990	GC_00000110	0.9091	KOfam	No	0
alanyl-tRNA synthetase [EC:6.1.1.7]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01872	GC_00000941	0.9091	KOfam	No	0
adenylosuccinate lyase [EC:4.3.2.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01756	GC_00000976	0.9091	KOfam	No	0
hydroxymethylbilane synthase [EC:2.5.1.61]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01749	GC_00000937	0.9091	KOfam	No	0
NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00341	GC_00000918	0.9091	KOfam	No	0
translation initiation factor 2 subunit 2	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03238	GC_00000826	0.9091	KOfam	No	0
valyl-tRNA synthetase [EC:6.1.1.9]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01873	GC_00000996	0.9091	KOfam	No	0
elongation factor 2	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03234	GC_00000612	0.9091	KOfam	No	0
succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01903	GC_00001011	0.9091	KOfam	No	0
cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02189	GC_00001451, GC_00001835, GC_00003147	0.9091	KOfam	No	0
deaminated glutathione amidase [EC:3.5.1.128]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K11206	GC_00000412	0.9091	KOfam	No	0
O-acetylserine/cysteine efflux transporter	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K15268	GC_00001409, GC_00001944	0.9091	KOfam	No	0
translation initiation factor 2 subunit 1	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03237	GC_00001001	0.9091	KOfam	No	0
nucleoside-triphosphatase [EC:3.6.1.15]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06928	GC_00000353	0.9091	KOfam	No	0
archaeosine synthase alpha-subunit [EC:2.6.1.97 2.6.1.-]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07557	GC_00000646	0.9091	KOfam	No	0
citrate synthase [EC:2.3.3.1]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01647	GC_00000021	0.9091	KOfam	No	0
DNA-directed RNA polymerase subunit H [EC:2.7.7.6]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03053	GC_00000888	0.9091	KOfam	No	0
DNA recombination protein RmuC	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K09760	GC_00000828	0.9091	KOfam	No	0
amidophosphoribosyltransferase [EC:2.4.2.14]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00764	GC_00001016	0.9091	KOfam	No	0
glycine dehydrogenase subunit 1 [EC:1.4.4.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00282	GC_00000983	0.9091	KOfam	No	0
small subunit ribosomal protein S12	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02950	GC_00000841	0.9091	KOfam	No	0
NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00331	GC_00000907	0.9091	KOfam	No	0
acylaminoacyl-peptidase [EC:3.4.19.1]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01303	GC_00000674, GC_00001417	0.9091	KOfam	No	0
molybdopterin adenylyltransferase [EC:2.7.7.75]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03638	GC_00000693	0.9091	KOfam	No	0
aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00609	GC_00000921	0.9091	KOfam	No	0
heat shock protein HtpX [EC:3.4.24.-]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03799	GC_00000509, GC_00001977	0.9091	KOfam	No	0
ribosomal RNA assembly protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06961	GC_00000408	0.9091	KOfam	No	0
carbamate kinase [EC:2.7.2.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00926	GC_00000741, GC_00001531, GC_00002180, GC_00003712	0.9091	KOfam	No	0
nucleolar GTP-binding protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06943	GC_00001007	0.9091	KOfam	No	0
ATP-binding cassette, sub-family E, member 1	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06174	GC_00000352	0.9091	KOfam	No	0
glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00150	GC_00000241	0.9091	KOfam	No	0
small subunit ribosomal protein S6e	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02991	GC_00000871	0.9091	KOfam	No	0
imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02500	GC_00000977	0.9091	KOfam	No	0
translation initiation factor 1A	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03236	GC_00000580	0.9091	KOfam	No	0
CopG family transcriptional regulator, nickel-responsive regulator	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07722	GC_00000903	0.9091	KOfam	No	0
[lysine-biosynthesis-protein LysW]---L-2-aminoadipate ligase [EC:6.3.2.43]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K05827	GC_00000917	0.9091	KOfam	No	0
ATP phosphoribosyltransferase [EC:2.4.2.17]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00765	GC_00000970	0.9091	KOfam	No	0
mevalonate-3-phosphate-5-kinase [EC:2.7.1.186]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K18690	GC_00000884	0.9091	KOfam	No	0
small nuclear ribonucleoprotein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K04796	GC_00000853, GC_00000874	0.9091	KOfam	No	0
Fe-S cluster assembly protein SufD	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K09015	GC_00001034	0.9091	KOfam	No	0
V/A-type H+/Na+-transporting ATPase subunit E	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02121	GC_00001342, GC_00001899	0.9091	KOfam	No	0
aspartate carbamoyltransferase regulatory subunit	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00610	GC_00001029	0.9091	KOfam	No	0
putative redox protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07397	GC_00001038	0.9091	KOfam	No	0
uridylate kinase [EC:2.7.4.22]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K09903	GC_00000847	0.9091	KOfam	No	0
replication factor A1	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07466	GC_00000795	0.9091	KOfam	No	0
V/A-type H+/Na+-transporting ATPase subunit B	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02118	GC_00000810	0.9091	KOfam	No	0
dihydroneopterin aldolase [EC:4.1.2.25]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K09739	GC_00000851	0.9091	KOfam	No	0
L-aspartate semialdehyde sulfurtransferase ferredoxin	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K23976	GC_00000789	0.9091	KOfam	No	0
DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03049	GC_00000607	0.9091	KOfam	No	0
putative transcription factor	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03627	GC_00000857	0.9091	KOfam	No	0
archaeosine synthase beta-subunit [EC:2.6.1.-]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06936	GC_00000893	0.9091	KOfam	No	0
NitT/TauT family transport system permease protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02050	GC_00000231	0.9091	KOfam	No	0
XTP/dITP diphosphohydrolase [EC:3.6.1.66]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02428	GC_00000811	0.9091	KOfam	No	0
Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03719	GC_00000885, GC_00001814	0.9091	KOfam	No	0
tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07558	GC_00000680	0.9091	KOfam	No	0
formate--tetrahydrofolate ligase [EC:6.3.4.3]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01938	GC_00000389	0.9091	KOfam	No	0
ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00525	GC_00000131	0.9091	KOfam	No	0
homocitrate synthase NifV [EC:2.3.3.14]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02594	GC_00000565	0.9091	KOfam	No	0
succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01902	GC_00000700	0.9091	KOfam	No	0
DNA-directed RNA polymerase subunit K [EC:2.7.7.6]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03055	GC_00000879	0.9091	KOfam	No	0
voltage-gated potassium channel	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K10716	GC_00000904, GC_00001339	0.9091	KOfam	No	0
adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K19712	GC_00000966	0.9091	KOfam	No	0
tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00555	GC_00000992	0.9091	KOfam	No	0
small subunit ribosomal protein S10	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02946	GC_00000825	0.9091	KOfam	No	0
argininosuccinate lyase [EC:4.3.2.1]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01755	GC_00000758	0.9091	KOfam	No	0
UDP-sulfoquinovose synthase [EC:3.13.1.1]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K06118	GC_00000824	0.9091	KOfam	No	0
phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase [EC:3.5.4.19 3.6.1.31]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K11755	GC_00000946	0.9091	KOfam	No	0
thymidylate synthase (FAD) [EC:2.1.1.148]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03465	GC_00000979	0.9091	KOfam	No	0
NitT/TauT family transport system ATP-binding protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02049	GC_00000230	0.9091	KOfam	No	0
glycine dehydrogenase subunit 2 [EC:1.4.4.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00283	GC_00001004	0.9091	KOfam	No	0
diaminobutyrate-2-oxoglutarate transaminase [EC:2.6.1.76]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00836	GC_00001010, GC_00001808	0.9091	KOfam	No	0
acetyl esterase [EC:3.1.1.-]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01066	GC_00000715, GC_00002705	0.9091	KOfam	No	0
succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00240	GC_00000833	0.9091	KOfam	No	0
adenylosuccinate synthase [EC:6.3.4.4]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01939	GC_00000291	0.9091	KOfam	No	0
FAD synthetase [EC:2.7.7.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K14656	GC_00000410	0.9091	KOfam	No	0
small subunit ribosomal protein S24e	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02974	GC_00000872	0.9091	KOfam	No	0
aspartate aminotransferase [EC:2.6.1.1]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00812	GC_00000887	0.9091	KOfam	No	0
GTP-dependent dephospho-CoA kinase [EC:2.7.1.-]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K09735	GC_00000877	0.9091	KOfam	No	0
D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03273	GC_00000304	0.9091	KOfam	No	0
glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K09482	GC_00000963	0.9091	KOfam	No	0
NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K00332	GC_00000960	0.9091	KOfam	No	0
cysteinyl-tRNA synthetase [EC:6.1.1.16]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01883	GC_00000988	0.9091	KOfam	No	0
superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K04564	GC_00000827	0.9091	KOfam	No	0
transposase	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07486	GC_00000050, GC_00000054, GC_00000066, GC_00000415, GC_00001169, GC_00001639, GC_00002098, GC_00002246, GC_00002340, GC_00004399	0.9091	KOfam	No	0
phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K11175	GC_00000151	0.9091	KOfam	No	0
small subunit ribosomal protein S7	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02992	GC_00000843	0.9091	KOfam	No	0
large subunit ribosomal protein L44e	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K02929	GC_00000366	0.9091	KOfam	No	0
peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K07304	GC_00000764, GC_00003597	0.9091	KOfam	No	0
phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01814	GC_00000738	0.9091	KOfam	No	0
N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03653	GC_00000814	0.9091	KOfam	No	0
glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K01845	GC_00000768	0.9091	KOfam	No	0
DNA-directed RNA polymerase subunit E" [EC:2.7.7.6]	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K03050	GC_00000821	0.9091	KOfam	No	0
fibrillarin-like pre-rRNA processing protein	0.196948359189837	0.906219091256217	1	Ferroplasma_c, MAG00006	K04795	GC_00000839	0.9091	KOfam	No	0
peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	0	1	1	NA	K03768	GC_00000488	1	KOfam	No	0
hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	0	1	1	NA	K01641	GC_00000255	1	KOfam	No	0
geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	0	1	1	NA	K13787	GC_00000473	1	KOfam	No	0
hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	0	1	1	NA	K00941	GC_00000177	1	KOfam	No	0
large subunit ribosomal protein L13	0	1	1	NA	K02871	GC_00000485	1	KOfam	No	0
MFS transporter, PHS family, inorganic phosphate transporter	0	1	1	NA	K08176	GC_00000027	1	KOfam	No	0
glycerol kinase [EC:2.7.1.30]	0	1	1	NA	K00864	GC_00001137, GC_00001504	1	KOfam	No	0
transketolase [EC:2.2.1.1]	0	1	1	NA	K00615	GC_00000500, GC_00000543	1	KOfam	No	0
methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	0	1	1	NA	K08963	GC_00000736	1	KOfam	No	0
geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]	0	1	1	NA	K17105	GC_00000292	1	KOfam	No	0
ribulose-phosphate 3-epimerase [EC:5.1.3.1]	0	1	1	NA	K01783	GC_00000468	1	KOfam	No	0
flavin prenyltransferase [EC:2.5.1.129]	0	1	1	NA	K03186	GC_00000600	1	KOfam	No	0
multiple antibiotic resistance protein	0	1	1	NA	K05595	GC_00000200, GC_00000383	1	KOfam	No	0
muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	0	1	1	NA	K01297	GC_00000271	1	KOfam	No	0
DNA repair protein RadB	0	1	1	NA	K04484	GC_00000512	1	KOfam	No	0
large subunit ribosomal protein L30	0	1	1	NA	K02907	GC_00000425	1	KOfam	No	0
glycine hydroxymethyltransferase [EC:2.1.2.1]	0	1	1	NA	K00600	GC_00000308, GC_00000682, GC_00002738	1	KOfam	No	0
glutamate decarboxylase [EC:4.1.1.15]	0	1	1	NA	K01580	GC_00000136	1	KOfam	No	0
pyruvate kinase [EC:2.7.1.40]	0	1	1	NA	K00873	GC_00000222	1	KOfam	No	0
tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]	0	1	1	NA	K14415	GC_00000420	1	KOfam	No	0
glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]	0	1	1	NA	K24129	GC_00000737	1	KOfam	No	0
ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	0	1	1	NA	K03892	GC_00000898, GC_00001132, GC_00002127	1	KOfam	No	0
precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]	0	1	1	NA	K00595	GC_00001383, GC_00001805, GC_00003935	1	KOfam	No	0
uncharacterized protein	0	1	1	NA	K09700	GC_00000016, GC_00000060, GC_00000087, GC_00000138, GC_00000176, GC_00000187, GC_00000194, GC_00000202, GC_00000211, GC_00000219, GC_00000243, GC_00000245, GC_00000273, GC_00000368, GC_00000373, GC_00000426, GC_00000475, GC_00000534, GC_00000564, GC_00000595, GC_00000687, GC_00000690, GC_00000695, GC_00000713, GC_00000792, GC_00000800, GC_00000846, GC_00000852, GC_00000860, GC_00000865, GC_00000900, GC_00000905, GC_00000912, GC_00000991, GC_00001019, GC_00001023, GC_00001035, GC_00001050, GC_00001055, GC_00001121, GC_00001135, GC_00001145, GC_00001172, GC_00001185, GC_00001221, GC_00001239, GC_00001241, GC_00001277, GC_00001313, GC_00001323, GC_00001338, GC_00001344, GC_00001350, GC_00001380, GC_00001385, GC_00001395, GC_00001413, GC_00001478, GC_00001497, GC_00001513, GC_00001526, GC_00001530, GC_00001532, GC_00001538, GC_00001540, GC_00001549, GC_00001560, GC_00001572, GC_00001585, GC_00001600, GC_00001601, GC_00001604, GC_00001634, GC_00001643, GC_00001657, GC_00001673, GC_00001709, GC_00001732, GC_00001733, GC_00001850, GC_00001872, GC_00001888, GC_00001923, GC_00001962, GC_00001995, GC_00002031, GC_00002032, GC_00002079, GC_00002117, GC_00002119, GC_00002134, GC_00002151, GC_00002177, GC_00002296, GC_00002350, GC_00002411, GC_00002413, GC_00002428, GC_00002460, GC_00002467, GC_00002577, GC_00002597, GC_00002653, GC_00002691, GC_00002790, GC_00002817, GC_00002823, GC_00002951, GC_00002987, GC_00003223, GC_00003260, GC_00003373, GC_00003421, GC_00003516, GC_00003546, GC_00003679, GC_00003703, GC_00003814, GC_00003885, GC_00003965, GC_00003983, GC_00004058, GC_00004256, GC_00004299, GC_00004621, GC_00004662, GC_00004674, GC_00004840	1	KOfam	No	0
electron transfer flavoprotein alpha subunit	0	1	1	NA	K03522	GC_00000178, GC_00000439, GC_00000850	1	KOfam	No	0
protein pelota	0	1	1	NA	K06965	GC_00000317	1	KOfam	No	0
large subunit ribosomal protein L32e	0	1	1	NA	K02912	GC_00000604	1	KOfam	No	0
arsenical pump membrane protein	0	1	1	NA	K03893	GC_00000244	1	KOfam	No	0
MFS transporter, putative metabolite:H+ symporter	0	1	1	NA	K08369	GC_00000126, GC_00000984, GC_00001126, GC_00002021, GC_00002024, GC_00002172, GC_00002289, GC_00002505, GC_00002601, GC_00003250, GC_00004208	1	KOfam	No	0
dihydroorotate dehydrogenase electron transfer subunit	0	1	1	NA	K02823	GC_00000643	1	KOfam	No	0
diphthine synthase [EC:2.1.1.98]	0	1	1	NA	K20215	GC_00000472	1	KOfam	No	0
large subunit ribosomal protein L14	0	1	1	NA	K02874	GC_00000419	1	KOfam	No	0
trehalose 6-phosphate phosphatase [EC:3.1.3.12]	0	1	1	NA	K01087	GC_00000709	1	KOfam	No	0
GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	0	1	1	NA	K01951	GC_00000540, GC_00001204	1	KOfam	No	0
3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	0	1	1	NA	K01704	GC_00000430, GC_00000609	1	KOfam	No	0
electron transfer flavoprotein-quinone oxidoreductase [EC:1.5.5.-]	0	1	1	NA	K00313	GC_00000588, GC_00000719	1	KOfam	No	0
prefoldin alpha subunit	0	1	1	NA	K04797	GC_00000603	1	KOfam	No	0
translation initiation factor 1	0	1	1	NA	K03113	GC_00000340	1	KOfam	No	0
2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	0	1	1	NA	K00175	GC_00000103, GC_00000161	1	KOfam	No	0
dolichyl-phosphooligosaccharide-protein glycotransferase [EC:2.4.99.21]	0	1	1	NA	K21306	GC_00000055	1	KOfam	No	0
acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	0	1	1	NA	K01652	GC_00000330, GC_00002697	1	KOfam	No	0
molecular chaperone DnaJ	0	1	1	NA	K03686	GC_00000391	1	KOfam	No	0
nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	0	1	1	NA	K08281	GC_00000567	1	KOfam	No	0
tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]	0	1	1	NA	K07254	GC_00000279	1	KOfam	No	0
inorganic pyrophosphatase [EC:3.6.1.1]	0	1	1	NA	K01507	GC_00000221, GC_00004372	1	KOfam	No	0
4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	0	1	1	NA	K00457	GC_00000511	1	KOfam	No	0
tRNA pseudouridine synthase 10 [EC:5.4.99.25]	0	1	1	NA	K07583	GC_00000750	1	KOfam	No	0
archaeal cell division control protein 6	0	1	1	NA	K10725	GC_00000363, GC_00000990, GC_00002102	1	KOfam	No	0
anthranilate synthase component II [EC:4.1.3.27]	0	1	1	NA	K01658	GC_00000518	1	KOfam	No	0
glucoamylase [EC:3.2.1.3]	0	1	1	NA	K01178	GC_00000253, GC_00004633	1	KOfam	No	0
archaea-specific DNA-binding protein	0	1	1	NA	K03622	GC_00000186	1	KOfam	No	0
putative mRNA 3-end processing factor	0	1	1	NA	K07577	GC_00000751	1	KOfam	No	0
precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	0	1	1	NA	K03394	GC_00000570	1	KOfam	No	0
glycyl-tRNA synthetase [EC:6.1.1.14]	0	1	1	NA	K01880	GC_00000632	1	KOfam	No	0
nicotinate phosphoribosyltransferase [EC:6.3.4.21]	0	1	1	NA	K00763	GC_00000705	1	KOfam	No	0
malate dehydrogenase [EC:1.1.1.37]	0	1	1	NA	K00024	GC_00000657	1	KOfam	No	0
quercetin 2,3-dioxygenase [EC:1.13.11.24]	0	1	1	NA	K06911	GC_00000170	1	KOfam	No	0
